	DOI	acquisition_orientation	add_date	authors	autocorrelation_model	b0_unwarping_software	contributors	coordinate_space	description	doi_add_date	download_url	echo_time	field_of_view	field_strength	flip_angle	full_dataset_url	functional_coregistered_to_structural	functional_coregistration_method	group_comparison	group_description	group_estimation_type	group_inference_type	group_model_multilevel	group_model_type	group_modeling_software	group_repeated_measures	group_repeated_measures_method	handedness	hemodynamic_response_function	high_pass_filter_method	collection_id	inclusion_exclusion_criteria	interpolation_method	intersubject_registration_software	intersubject_transformation_type	intrasubject_estimation_type	intrasubject_model_type	intrasubject_modeling_software	journal_name	length_of_blocks	length_of_runs	length_of_trials	matrix_size	modify_date	motion_correction_interpolation	motion_correction_metric	motion_correction_reference	motion_correction_software	name	nonlinear_transform_type	number_of_experimental_units	number_of_images	number_of_imaging_runs	number_of_rejected_subjects	object_image_type	optimization	optimization_method	order_of_acquisition	order_of_preprocessing_operations	orthogonalization_description	owner	owner_name	paper_url	parallel_imaging	proportion_male_subjects	pulse_sequence	quality_control	repetition_time	resampled_voxel_size	scanner_make	scanner_model	skip_distance	slice_thickness	slice_timing_correction_software	smoothing_fwhm	smoothing_type	software_package	software_version	subject_age_max	subject_age_mean	subject_age_min	target_resolution	target_template_image	transform_similarity_metric	type_of_design	url	used_b0_unwarping	used_dispersion_derivatives	used_high_pass_filter	used_intersubject_registration	used_motion_correction	used_motion_regressors	used_motion_susceptibiity_correction	used_orthogonalization	used_reaction_time_regressor	used_slice_timing_correction	used_smoothing	used_temporal_derivatives
840	10.1016/j.neuroimage.2016.05.051		2016-03-21T10:11:44.245777Z	James Davey, Hannah E. Thompson, Glyn Hallam, Theodoros Karapanagiotidis, Charlotte Murphy, Irene De Caso, Katya Krieger-Redwood, Boris C. Bernhardt, Jonathan Smallwood and Elizabeth Jefferies				mni	This study focussed on understanding the functional contribution of pMTG to semantic control and event/relational semantics: we explored the hypothesis that this region acts to integrate information from the MDN and also the DMN, which are anti-correlated at rest. First, we identified whether there are regions of pMTG that show a common response to the retrieval of action features (contrasted with colour feature judgements which have not been historically linked to pMTG; Badre et al., 2005) and global associations (relative to feature judgements). Both of these event/relational contrasts depend on retrieving information in line with a specific stimulus-driven context, as opposed to the application of a specific goal specified in the instructions. We compared the location of this response to regions implicated in semantic control and domain-general control in previous meta-analyses.	2016-06-02T18:06:55.167507Z	http://neurovault.org/collections/1265/download	30.0	192.0	3.0	90.0		True											right			1265			FSL	linear				NeuroImage		720.0		64.0	2016-06-02T18:07:36.565802Z				McFlirt	Exploring the role of the posterior middle temporal gyrus in semantic cognition: Integration of anterior temporal lobe with executive processes		36.0	10	2.0	2.0				interleaved			701	james.davey	http://linkinghub.elsevier.com/retrieve/pii/S1053811916301719			single-shot 2D gradient-echo echo planar imaging (EPI) flip angle = 90°, matrix size = 64 x 64, FOV 192 x 192 mm2, (TR = 2000 ms, TE = 30 ms, 32 slices, voxel size = 3 x 3 x 4.5 mm3		2000.0		GE	HDx Excite		3.0		5.0	5mm spatial smoothing	FSL	4.1.9							eventrelated	http://neurovault.org/collections/1265/	False			True	True					False	True	
841	10.1371/journal.pone.0147200		2016-07-04T12:10:46.747050Z	Sérgio Gomes da Silva, Alexandre Aparecido de Almeida, Jansen Fernandes, Glauber Menezes Lopim, Francisco Romero Cabral, Débora Amado Scerni, Ana Virgínia de Oliveira-Pinto, Roberto Lent, Ricardo Mario Arida and Georges Chapouthier					"Clinical evidence has shown that physical exercise during pregnancy may alter brain devel- opment and improve cognitive function of offspring. However, the mechanisms through which maternal exercise might promote such effects are not well understood. The present study examined levels of brain-derived neurotrophic factor (BDNF) and absolute cell num- bers in the hippocampal formation and cerebral cortex of rat pups born from mothers exer- cised during pregnancy. Additionally, we evaluated the cognitive abilities of adult offspring in different behavioral paradigms (exploratory activity and habituation in open field tests, spatial memory in a water maze test, and aversive memory in a step-down inhibitory avoid- ance task). Results showed that maternal exercise during pregnancy increased BDNF lev- els and absolute numbers of neuronal and non-neuronal cells in the hippocampal formation of offspring. No differences in BDNF levels or cell numbers were detected in the cerebral cortex. It was also observed that offspring from exercised mothers exhibited better cognitive performance in nonassociative (habituation) and associative (spatial learning) mnemonic tasks than did offspring from sedentary mothers. Our findings indicate that maternal exer- cise during pregnancy enhances offspring cognitive function (habituation behavior and spa- tial learning) and increases BDNF levels and cell numbers in the hippocampal formation of offspring.
"	2016-07-04T12:10:46.746602Z	http://neurovault.org/collections/1503/download					http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0147200															1503								PLOS ONE					2016-07-04T12:10:46.747073Z					Maternal Exercise during Pregnancy Increases BDNF Levels and Cell Numbers in the Hippocampal Formation but Not in the Cerebral Cortex of Adult Rat Offspring			0									1149	jmwilsonjames	http://dx.plos.org/10.1371/journal.pone.0147200																							http://neurovault.org/collections/1503/												
843	10.1523/JNEUROSCI.4402-15.2016		2016-06-15T19:34:12.828444Z	A. de la Vega, L. J. Chang, M. T. Banich, T. D. Wager and T. Yarkoni						2016-06-15T19:34:12.828013Z	http://neurovault.org/collections/1458/download																				1458								Journal of Neuroscience					2016-06-17T22:08:35.475634Z					Large-Scale Meta-Analysis of Human Medial Frontal Cortex Reveals Tripartite Functional Organization			3									1	ChrisFiloGorgolewski	http://www.jneurosci.org/cgi/doi/10.1523/JNEUROSCI.4402-15.2016																							http://neurovault.org/collections/1458/												
845	10.1002/hbm.23289		2016-08-11T23:28:31.148032Z	J. Michael Tyszka and Wolfgang M. Pauli						2016-08-11T23:28:31.147558Z	http://neurovault.org/collections/1634/download					http://evendim.caltech.edu/amygdala-atlas/															1634								Human Brain Mapping					2016-08-12T03:46:04.599880Z					In vivo delineation of subdivisions of the human amygdaloid complex in a high-resolution group template			28									1	ChrisFiloGorgolewski	http://doi.wiley.com/10.1002/hbm.23289																							http://neurovault.org/collections/1634/												
846	10.1016/j.neuroimage.2016.11.029		2016-10-26T11:31:13.954499Z	Paulo Branco, Daniela Seixas and São Luís Castro						2016-11-19T04:05:28.136221Z	http://neurovault.org/collections/1949/download			7.0		http://openscience.cbs.mpg.de/7t_trt/			False									right			1949								NeuroImage		900.0			2016-11-19T04:05:36.327169Z					Temporal reliability of ultra-high field resting-state MRI for single-subject sensorimotor and language mapping		1.0	2	3.0								1352	pbranco	http://linkinghub.elsevier.com/retrieve/pii/S1053811916306504		0.5					Siemens	Magnetom														other	http://neurovault.org/collections/1949/												
857	10.1371/journal.pone.0140134		2015-09-29T15:22:25.413375Z	Ann S. Choe, Craig K. Jones, Suresh E. Joel, John Muschelli, Visar Belegu, Brian S. Caffo, Martin A. Lindquist, Peter C. M. van Zijl and James J. Pekar					"We have acquired a longitudinal single-subject dataset of a healthy volunteer (40 years of age at time of initial scan; male). A total of 158 sessions of MRI data was acquired on a weekly basis, over a span of 185 weeks (a little over 3 years). 

The subject was scanned on a 3T Philips Achieva scanner (Philips HealthCare, Best, Netherlands). Rs-fMRI data of the subject was acquired using a multi-slice SENSE-EPI pulse sequence  with TR/TE = 2000/30 ms, SENSE factor = 2, flip angle = 75°, 37 axial slices, nominal resolution = 3x3x3 mm3, 1 mm gap, 16 channel neuro-vascular coil, number of dynamics (frames) per run = 200. The rs-fMRI scans were always acquired after the T1w scans, to allow participants to get acclimated to the noise and environment inside the scanner. The subject was instructed to stay as still as possible with his eyes closed during the entire scan, and no other instruction was provided.

This is intended to be a resource for statisticians and imaging scientists to be able to quantify the intra-subject inter-session reproducibility of their image analysis methods using data available from a generic 7 min session at 3T. The full dataset is available through NITRC. Here, the resulting aggregate maps from the independent component analysis (ICA) are uploaded. 
"	2016-05-03T11:38:56.980924Z	http://neurovault.org/collections/858/download																				858								PLOS ONE					2016-05-03T15:01:57.754067Z					Reproducibility and Temporal Structure in Weekly Resting-State fMRI over a Period of 3.5 Years			35									571	choeas1	http://dx.plos.org/10.1371/journal.pone.0140134																	40.0						http://neurovault.org/collections/858/												
858	10.1523/JNEUROSCI.4561-15.2016		2016-08-12T14:59:47.270794Z	K. L. Campbell, D. Samu, S. W. Davis, L. Geerligs, A. Mustafa and L. K. Tyler					"Unthresholded component maps from the ICA analysis performed over all participants. Critical task-related components reported in the paper correspond to the following ICs: 
Frontotemporal (FTN) = IC32
Auditory (AUD) = IC22
Multiple demand network (MDN) = IC16
Opercular (OPRC) = IC20
Basal ganglia (BG) = IC8
Motor (MOT) = IC25
Default mode (DMN) = IC24"	2016-08-12T14:59:47.270307Z	http://neurovault.org/collections/1636/download																				1636								Journal of Neuroscience					2016-08-12T14:59:47.270819Z					Robust Resilience of the Frontotemporal Syntax System to Aging			0									1219	karampbell	http://www.jneurosci.org/cgi/doi/10.1523/JNEUROSCI.4561-15.2016																							http://neurovault.org/collections/1636/												
865	10.1016/j.neuroimage.2016.11.067		2016-11-09T15:29:43.996673Z	Charlotte Murphy, Shirley-Ann Rueschemeyer, David Watson, Theodoros Karapanagiotidis and Jonathan Smallwood						2016-12-05T17:22:45.636623Z	http://neurovault.org/collections/1970/download																				1970								NeuroImage					2016-12-05T17:23:34.699106Z					Fractionating the anterior temporal lobe: MVPA reveals differential responses to input and conceptual modality			14									603	cem552	http://linkinghub.elsevier.com/retrieve/pii/S1053811916306851																							http://neurovault.org/collections/1970/												
870	10.1073/pnas.1611073113		2016-10-13T03:54:34.488128Z	Xiuming Zhang, Elizabeth C. Mormino, Nanbo Sun, Reisa A. Sperling, Mert R. Sabuncu and B. T. Thomas Yeo					Probabilistic atrophy maps for the temporal, subcortical and cortical factors as described in the paper. Bright color indicates higher probability of atrophy at that spatial location for a particular atrophy factor [i.e., Pr(Voxel | Factor)].	2016-10-13T03:54:34.487571Z	http://neurovault.org/collections/1917/download					http://adni.loni.usc.edu/															1917								Proceedings of the National Academy of Sciences					2016-10-13T21:20:44.962103Z					Bayesian model reveals latent atrophy factors with dissociable cognitive trajectories in Alzheimer’s disease			9									15	yeoyeo02	http://www.pnas.org/lookup/doi/10.1073/pnas.1611073113																							http://neurovault.org/collections/1917/												
873	10.1016/j.dcn.2016.06.002		2016-08-12T15:44:27.393998Z	Tae-Ho Lee and Eva H. Telzer					To see the influences of the functional network coupling between the right frontoparietal (RFPN; as top-down control network) and limbic network (LM; as bottom-up emotion network) in adolescents' substance-use-behaviours, we adopted ICA analysis for the resting state fMRI data. We first identified those two target networks from our whole database which includes both adult and adolescent samples, then using the group-level network masks, individual specific time-series were estimated (i.e., spatial regression). Finally, we calculated the functional connectivity between time-series from the networks for adolescent sample, and correlated the connectivity value with substance-use-information of adolescent. We found that the the lowered connectivity between the networks has relationship significantly with increased self-control and less use of substance-use. 	2016-08-12T15:44:27.393508Z	http://neurovault.org/collections/1637/download																				1637								Developmental Cognitive Neuroscience					2016-08-12T20:29:34.430332Z					Negative functional coupling between the right fronto-parietal and limbic resting state networks predicts increased self-control and later substance use onset in adolescence			6									1220	taehol	http://linkinghub.elsevier.com/retrieve/pii/S1878929316300172																							http://neurovault.org/collections/1637/												
883	10.1093/brain/aww139		2016-09-22T19:41:41.354053Z	Brian A. Gordon, Karl Friedrichsen, Matthew Brier, Tyler Blazey, Yi Su, Jon Christensen, Patricia Aldea, Jonathan McConathy, David M. Holtzman, Nigel J. Cairns, John C. Morris, Anne M. Fagan, Beau M. Ances and Tammie L. S. Benzinger						2016-09-27T22:58:01.987448Z	http://neurovault.org/collections/1865/download																				1865								Brain					2016-09-27T22:59:59.352781Z					The relationship between cerebrospinal fluid markers of Alzheimer pathology and positron emission tomography tau imaging			13									1	ChrisFiloGorgolewski	http://www.brain.oxfordjournals.org/lookup/doi/10.1093/brain/aww139																							http://neurovault.org/collections/1865/												
